rank_brand,brand,num_products_x,total_ratings,brand_weighted_score,simple_mean_product_rating,num_products_y,min_price,max_price,avg_price,std_price
5169,khsm,2,452.0,4.286654751927086,4.3,1.0,9.99,9.99,9.99,0.0
5170,Ovian,1,322.0,4.286648071189151,4.3,1.0,8.99,8.99,8.99,0.0
5171,JewelryLand,4,823.0,4.286585442292752,4.35,1.0,18.99,18.99,18.99,0.0
5172,SILVER MOUNTAIN,9,141.0,4.28655820385621,4.444444444444445,,,,,
5173,LENGMOMO,3,205.0,4.286550425817786,4.333333333333333,,,,,
5174,pozzolanas,1,317.0,4.286455680284096,4.3,1.0,11.99,11.99,11.99,0.0
5175,Goldenlines,24,338.0,4.286130562531456,4.104166666666667,16.0,4.99,23.0,17.494374999999998,4.735471773399845
5176,TESTRYE,3,47.0,4.286126636708776,4.166666666666667,2.0,5.69,5.99,5.84,0.2121320343559638
5177,Jet International Crystal,9,150.0,4.286085611421362,4.4,7.0,13.99,20.99,18.22076923076923,1.964427234329222
5178,Beadalon,2,51.0,4.286054424643622,4.5,2.0,9.99,17.78,13.885000000000002,5.508361825443205
5179,CGBOOM,1,306.0,4.286012265055301,4.3,,,,,
5180,XuSuJuan,2,40.0,4.286002421171623,4.5,,,,,
5181,CEALXHENY,11,2711.0,4.285999854454562,4.181818181818182,7.0,5.69,11.69,9.732857142857142,1.7878958103232487
5182,CJMILADO,3,1417.0,4.285927314036338,3.7,1.0,13.99,13.99,13.99,0.0
5183,POPLYKE,26,809.0,4.285888284723689,4.153846153846154,13.0,15.99,30.99,27.471481481481483,2.9790340506016153
5184,HIIXHC,25,3536.0,4.285884238633312,4.136,2.0,9.89,10.89,10.00764705882353,0.33210558207753577
5185,Pure Hands,9,34.0,4.285860003090518,4.866666666666666,9.0,10.59,28.0,18.775454545454547,5.807611150268867
5186,ORIENTAL CHERRY,1,302.0,4.285843738128256,4.3,1.0,7.99,7.99,7.99,0.0
5187,Davi Atelier,2,92.0,4.285770708574653,4.300000000000001,2.0,9.99,12.49,11.99,1.1180339887498951
5188,XinHuiGY,4,231.0,4.2857428508521975,4.5,2.0,8.99,11.99,11.24,1.5
5189,Bliss Creation,3,892.0,4.285642028707504,4.3,,,,,
5190,MagnetRX,1,297.0,4.285627281524713,4.3,1.0,59.95,59.95,59.95,0.0
5191,SLKND,3,999.0,4.285622082415689,4.133333333333333,,,,,
5192,MJDCB,4,144.0,4.285616078159361,4.425,4.0,6.99,15.99,11.132857142857144,3.9972518031795263
5193,Enhome,5,72.0,4.285495276619898,4.26,,,,,
5194,NXHOME,1,293.0,4.2854492912030375,4.3,1.0,63.99,63.99,63.989999999999995,0.0
5195,Beautlace,4,246.0,4.285446350287464,4.475,2.0,12.99,12.99,12.99,0.0
5196,DOZZZ,3,121.0,4.285406813137755,4.533333333333333,,,,,
5197,Quick'n Brite,1,289.0,4.285266837174235,4.3,1.0,14.99,14.99,14.99,0.0
5198,Nesyd,1,37.0,4.285076433710167,4.4,1.0,11.98,11.98,11.98,0.0
5199,Genuine Fred,1,37.0,4.285076433710167,4.4,,,,,
5200,Universal Specialties,1,37.0,4.285076433710167,4.4,1.0,9.99,9.99,9.99,0.0
5201,Universal Hobby,1,37.0,4.285076433710167,4.4,1.0,7.79,7.79,7.79,0.0
5202,yinnie,1,37.0,4.285076433710167,4.4,,,,,
5203,Leboha,5,41.0,4.285037295449878,4.42,1.0,14.99,14.99,14.99,0.0
5204,Trilogy Jewelry,3,84.0,4.285033434557379,3.733333333333333,2.0,9.95,9.95,9.95,0.0
5205,Strauss Heritage,7,1981.0,4.284984435494578,4.3,,,,,
5206,Yatming,7,69.0,4.284970789564063,4.471428571428572,7.0,11.99,15.79,14.723333333333334,1.2601106252543017
5207,BOCHOI,51,9654.0,4.284923665582625,4.2176470588235295,6.0,8.99,10.99,10.49,0.8388704928078609
5208,Arthur's Jewelry,40,303.0,4.284904773662048,4.6175,31.0,28.99,116.0,67.7045238095238,25.806757122551176
5209,MstyleMrule,9,236.0,4.284873992275537,4.199999999999999,5.0,4.09,17.88,13.025,4.213542791659159
5210,KIMILILY,17,6209.0,4.284858885451132,4.288235294117647,3.0,19.99,49.99,31.656666666666663,11.067971810589329
5211,MTJAHPS,1,278.0,4.284740652787601,4.3,1.0,9.99,9.99,9.99,0.0
5212,MOFASVIGI,1,273.0,4.284488848378156,4.3,1.0,13.98,13.98,13.98,0.0
5213,Hoocozi,3,103.0,4.28448638777256,4.566666666666666,,,,,
5214,FOCALOOK,16,1569.0,4.284471038190058,4.04375,14.0,9.99,18.99,11.24223880597015,1.7164408391287054
5215,COSPOT,1,272.0,4.284437486948944,4.3,1.0,18.99,18.99,18.99,0.0
5216,MAOPINER,2,241.0,4.284432902643382,4.300000000000001,2.0,24.99,30.99,27.99,4.242640687119285
5217,Vbc,1,271.0,4.284385784247778,4.3,1.0,25.99,25.99,25.99,0.0
5218,NOASR,10,412.0,4.284230282003936,4.38,3.0,8.99,11.99,11.365,1.1877349391654208
5219,EVEREST ESSENTIALS,1,268.0,4.284228594156312,4.3,1.0,7.99,7.99,7.99,0.0
5220,MATTISAM,2,282.0,4.284215268152743,4.65,1.0,9.99,9.99,9.99,0.0
5221,XIUDA,16,283.0,4.284208304715004,4.46875,1.0,18.99,18.99,18.99,0.0
5222,Flipfit,2,43.0,4.284193762128398,4.3,1.0,9.99,9.99,9.99,0.0
5223,Chandni Jewels,2,866.0,4.284101768868762,4.300000000000001,2.0,6.99,16.95,11.969999999999999,7.0427835406180135
5224,IFERRENS,2,128.0,4.284043841048735,4.35,,,,,
5225,Buyless Fashion,5,89.0,4.283935171361807,4.12,1.0,8.98,8.98,8.98,0.0
5226,Tabwing,5,110.0,4.283932193894302,4.12,,,,,
5227,Juland,7,845.0,4.283741726531159,3.914285714285714,2.0,6.99,7.99,7.656666666666666,0.5773502691896257
5228,Mooeye,2,56.0,4.283695798571826,4.45,2.0,4.99,39.99,22.490000000000002,24.748737341529164
5229,Darice,39,13127.0,4.283471382665829,3.897435897435898,9.0,7.95,18.34,11.303333333333335,3.520024857866774
5230,NABROJ,2,193.0,4.283456181847716,4.3,2.0,15.5,21.99,19.826666666666664,3.7470032470406713
5231,168 GIFTS,7,222.0,4.283363730554284,4.271428571428571,2.0,24.95,24.95,24.95,0.0
5232,Unbrand,2,49.0,4.283345861515919,4.449999999999999,,,,,
5233,Mgotu,1,36.0,4.28333516755426,4.4,,,,,
5234,JOYBOS,1,36.0,4.28333516755426,4.4,1.0,17.99,17.99,17.99,0.0
5235,Miyuki,1,36.0,4.28333516755426,4.4,1.0,25.0,25.0,25.0,0.0
5236,Lizzton,1,36.0,4.28333516755426,4.4,,,,,
5237,X L XLMAGNET,1,36.0,4.28333516755426,4.4,,,,,
5238,HJL,1,36.0,4.28333516755426,4.4,1.0,15.98,15.98,15.98,0.0
5239,Rimad,1,36.0,4.28333516755426,4.4,1.0,9.3,9.3,9.3,0.0
5240,ZHI CHEN,1,251.0,4.283274452165769,4.3,,,,,
5241,PRETOLE,3,528.0,4.283241044575369,4.166666666666667,1.0,9.98,9.98,9.98,0.0
5242,Mnmhope,1,250.0,4.283214718066361,4.3,1.0,25.98,25.98,25.98,0.0
5243,Eventronic,1,250.0,4.283214718066361,4.3,,,,,
5244,UWELO,1,250.0,4.283214718066361,4.3,,,,,
5245,Sarah's Treats & Treasures,20,133.0,4.283186803667298,4.62,,,,,
5246,Tarrago,24,8423.0,4.283154205514212,4.333333333333333,15.0,7.99,54.7,11.879117647058823,3.9673492616093267
5247,ZENY,6,699.0,4.2831507063812415,3.966666666666667,2.0,65.99,76.99,69.65666666666665,6.350852961085884
5248,L'cattie,4,450.0,4.283113985350259,4.6,,,,,
5249,April Soderstrom,10,166.0,4.2831020502299015,4.61,,,,,
5250,YNAAIAA,4,75.0,4.282999752393717,4.6,3.0,9.99,9.99,9.99,0.0
5251,LONGSHENG - SINCE 2001 -,5,38.0,4.2829282613456,4.5200000000000005,5.0,11.59,18.99,14.709999999999999,2.879583303188153
5252,Uzoli,3,49.0,4.282913709825592,4.7,,,,,
5253,ASCOMY,5,172.0,4.2828958990134485,4.159999999999999,5.0,12.99,14.99,13.615,0.7187952884282605
5254,falado,1,244.0,4.282847157148106,4.3,1.0,42.99,42.99,42.99,0.0
5255,Yankee Candle,2,40.0,4.282786459019322,4.550000000000001,2.0,8.75,8.9,8.825,0.10606601717798302
5256,Fzbali,1,243.0,4.2827843262219085,4.3,1.0,20.99,20.99,20.99,0.0
5257,Dophee,1,242.0,4.282721033303607,4.3,1.0,7.99,7.99,7.99,0.0
5258,AMOTOFO,1,242.0,4.282721033303607,4.3,1.0,30.99,30.99,30.99,0.0
5259,INTEREPRO,6,1446.0,4.282657273278897,4.3,,,,,
5260,Stainless Steel,6,176.0,4.282611774413974,4.4,,,,,
5261,ZEONHEI,2,89.0,4.282606565587031,4.4,1.0,21.99,21.99,21.99,0.0
5262,QXY fashion,1,240.0,4.282593040957708,4.3,,,,,
5263,Shoshaa,5,30.0,4.28254817914302,3.92,3.0,9.99,10.99,10.656666666666666,0.5773502691896255
5264,iDesign,4,124.0,4.282517234519968,4.3,2.0,25.61,42.5,36.87,9.751446046612779
5265,Hopyee,19,355.0,4.282437020983387,4.5,,,,,
5266,Mele and Company,6,479.0,4.282433926170617,4.25,2.0,59.95,228.63,144.29,119.27477185054683
5267,Iremico,18,2970.0,4.282420005569806,4.372222222222223,,,,,
5268,FINZOR,30,915.0,4.28234831950267,4.37,22.0,8.99,19.99,13.725999999999999,3.3880771341081743
5269,Reizteko,52,5131.0,4.282335942077584,4.155769230769231,12.0,4.99,10.99,7.500638297872341,1.1771805008344582
5270,Natufa,1,236.0,4.282331282175116,4.3,,,,,
5271,Chisel,19,58.0,4.28231756677443,4.347368421052631,10.0,29.99,206.49,57.659000000000006,53.085983387540466
5272,UNY JEWEL,6,496.0,4.282282673287119,4.15,5.0,18.99,35.99,22.99,6.78232998312527
5273,Nobelook,4,39.0,4.2821912277427785,4.425,4.0,15.99,21.99,20.589999999999996,1.776388345929897
5274,Gungneer,6,187.0,4.282179702095064,4.3,6.0,12.99,24.99,16.49,4.598136268408879
5275,YAFEINI,9,283.0,4.282132375731252,4.077777777777778,7.0,25.9,37.99,30.781,4.624467416783138
5276,Sovesi,1,233.0,4.282129737865327,4.3,1.0,13.99,13.99,13.99,0.0
5277,Me Plus,15,413.0,4.282097027909905,4.493333333333334,4.0,10.99,10.99,10.99,0.0
5278,Powell,14,1512.0,4.282077123128656,3.8857142857142857,9.0,112.08,479.99,259.21333333333337,115.12959458801198
5279,Bejeweled Display,42,5988.0,4.282040170064423,4.145238095238095,16.0,9.99,29.99,18.18,4.962357504251381
5280,VICISION,6,2763.0,4.282013465440528,4.083333333333333,2.0,25.99,28.5,27.178947368421053,1.2876028318668677
5281,Greensen,3,41.0,4.281963203366684,4.6000000000000005,1.0,43.06,43.06,43.06,0.0
5282,Letosan,1,230.0,4.281923542533004,4.3,,,,,
5283,Beverly Hills Silver,1,230.0,4.281923542533004,4.3,,,,,
5284,All American Gremlin Bells,4,55.0,4.28188521302106,4.45,4.0,4.0,8.92,5.73,2.1782867885871533
5285,qanyue,2,122.0,4.28186946218221,4.35,2.0,8.99,12.99,10.99,2.1081851067789197
5286,Wenata,2,32.0,4.281830944304495,4.55,2.0,16.89,16.99,16.939999999999998,0.0707106781186545
5287,Hoomtry,1,228.0,4.281783414955741,4.3,1.0,12.99,12.99,12.99,0.0
5288,HandcraftDecorations,3,30.0,4.281776002589769,4.1000000000000005,2.0,4.9,6.99,5.945,1.4778531726798843
5289,Enenes,5,228.0,4.281771184415663,4.34,5.0,10.5,15.99,12.325555555555557,2.260177598724883
5290,Guatemalan Accessories,10,51.0,4.281755222009635,5.0,,,,,
5291,Zontween,6,60.0,4.281712962956243,4.716666666666667,6.0,9.59,11.99,10.556666666666667,1.1758684733704985
5292,JFUME,3,1061.0,4.281691381763487,4.233333333333333,3.0,25.99,39.99,35.49,6.60807586719967
5293,Rosemarie & Jubalee,15,166.0,4.281617572019994,4.3533333333333335,12.0,18.99,36.99,24.58058823529412,5.062428358243991
5294,RagBear,3,479.0,4.281574376880383,4.266666666666667,3.0,5.85,9.99,8.705,1.9608416560242696
5295,Nobix,1,35.0,4.281540323978172,4.4,,,,,
5296,Emapoy,1,35.0,4.281540323978172,4.4,,,,,
5297,Victool,1,35.0,4.281540323978172,4.4,,,,,
5298,VAPCUFF,1,35.0,4.281540323978172,4.4,1.0,4.99,4.99,4.99,0.0
5299,wwjd,1,35.0,4.281540323978172,4.4,1.0,14.99,14.99,14.99,0.0
5300,Saintda,1,224.0,4.281496539600713,4.3,1.0,12.88,12.88,12.88,0.0
5301,FTCY,4,207.0,4.281496189809039,4.45,2.0,11.99,11.99,11.99,0.0
5302,WRCXSTONE,17,10554.0,4.281431608522763,4.311764705882353,3.0,10.99,15.99,12.115,1.2618998788920721
5303,Magitaco,17,1426.0,4.281381063592867,4.164705882352941,2.0,13.99,16.99,15.489999999999998,2.1213203435596406
5304,Hilitand,1,222.0,4.281349686740401,4.3,1.0,19.36,19.36,19.36,0.0
5305,Yokiatrys,1,222.0,4.281349686740401,4.3,,,,,
5306,GaoS,2,239.0,4.281235037158147,4.4,2.0,9.99,12.99,10.99,1.7320508075688772
5307,Tommy Hilfiger,33,820.0,4.281201751719848,4.13939393939394,25.0,39.0,95.0,63.158,15.141130873812926
5308,Lacuna Boutique,1,219.0,4.281124984171008,4.3,,,,,
5309,Royce Leather,17,196.0,4.281083918149837,4.629411764705883,5.0,34.99,149.99,84.53200000000001,59.912355320084025
5310,DAJOOEE,1,218.0,4.281048875236214,4.3,1.0,10.99,10.99,10.99,0.0
5311,Sadsdsds,1,217.0,4.280972150034741,4.3,,,,,
5312,HUOZHIHUN,1,217.0,4.280972150034741,4.3,1.0,33.99,33.99,33.99,0.0
5313,PammyJ,49,2077.0,4.280965865637745,4.277551020408163,38.0,13.99,24.99,17.783478260869565,2.8058987210607294
5314,Petrus,5,54.0,4.280909487727056,4.48,2.0,72.15,99.85,86.0,19.58685783886736
5315,EBE EmmasbyEmma,5,302.0,4.280862267359292,4.36,3.0,9.79,16.99,13.256666666666666,3.607399802258315
5316,MOWOM,13,3302.0,4.280778315605413,4.076923076923077,3.0,7.99,15.99,14.171818181818184,3.0804508581013748
5317,SOOWOOT,11,2138.0,4.280659558207232,4.409090909090909,8.0,11.99,17.99,15.275714285714285,2.0913216810491804
5318,ScutPrime,1,213.0,4.280658934397453,4.3,1.0,9.99,9.99,9.99,0.0
5319,ITESSY,2,33.0,4.280554052786342,4.0,1.0,12.99,12.99,12.99,0.0
5320,Ryssa,12,2320.0,4.280436507571973,4.358333333333333,,,,,
5321,Sanyork,6,35.0,4.280387828302341,4.6000000000000005,5.0,17.95,23.95,22.15,2.4899799195977463
5322,Tierra Garden,1,208.0,4.280252609489836,4.3,1.0,38.99,38.99,38.99,0.0
5323,Diosky,8,160.0,4.280208396630744,4.4,3.0,17.8,19.8,19.133333333333336,1.154700538379251
5324,Touyony,9,928.0,4.280185168454813,4.188888888888888,6.0,16.99,25.0,21.808125,3.9243822762315106
5325,ZLHZW,1,207.0,4.280169287167009,4.3,1.0,16.5,16.5,16.5,0.0
5326,M/W M & W,5,152.0,4.280150902844144,4.36,,,,,
5327,BEADNOVA,2,749.0,4.280150280097708,4.3,2.0,3.99,10.99,9.24,3.5
5328,COSTWAY,23,1121.0,4.280092273436779,4.104347826086957,17.0,9.99,179.99,105.59,43.56604182158393
5329,Kar Nann,2,396.0,4.280059521207292,4.3,2.0,11.99,12.88,12.524000000000001,0.4874730761795981
5330,BOXING MONKEY,2,411.0,4.280042990027229,4.3,,,,,
5331,Ritastephens,51,3962.0,4.280040696702739,4.025490196078431,46.0,13.19,325.0,92.10952941176471,90.08681639325006
5332,ZMJ,2,58.0,4.280008437545143,3.8,,,,,
5333,Ilde de elegua,1,205.0,4.280000515142898,4.3,1.0,6.99,6.99,6.99,0.0
5334,Esbbela,2,69.0,4.2799593293729625,4.35,2.0,9.99,19.99,18.323333333333334,4.082482904638629
5335,JARO VEGA,4,84.0,4.279904334481983,4.475,,,,,
5336,C.R. Gibson,4,137.0,4.27987756494684,4.275,,,,,
5337,COPAUL,3,49.0,4.279862082297453,4.633333333333334,2.0,28.99,55.99,37.99,15.5884572681199
5338,HappyStar,1,203.0,4.279828845744983,4.3,1.0,17.98,17.98,17.98,0.0
5339,Zhuper,1,202.0,4.279741901114574,4.3,1.0,12.99,12.99,12.99,0.0
5340,Eilygen,12,245.0,4.279707404132379,4.525,8.0,12.88,18.89,15.15846153846154,1.4245867596946968
5341,BUBIQUER,1,34.0,4.27968939154033,4.4,,,,,
5342,dark swan,1,34.0,4.27968939154033,4.4,1.0,13.5,13.5,13.5,0.0
5343,EMAX HOME,1,34.0,4.27968939154033,4.4,,,,,
5344,Ocptiy,1,34.0,4.27968939154033,4.4,1.0,8.99,8.99,8.99,0.0
5345,Beadsmith,1,34.0,4.27968939154033,4.4,,,,,
5346,Brooks,1,34.0,4.27968939154033,4.4,,,,,
5347,Kompanion,1,34.0,4.27968939154033,4.4,,,,,
5348,Bewoful,4,201.0,4.279680444827255,4.175,4.0,3.71,18.89,8.17375,6.434420692094756
5349,Goodtrade8,3,283.0,4.279663135236022,4.2,,,,,
5350,Hendlent,3,178.0,4.279478481795353,4.3,,,,,
5351,Azubpi,12,253.0,4.279420928954175,4.383333333333334,2.0,21.19,26.99,25.05666666666667,2.9951071210670674
5352,Fortheday,7,1875.0,4.279385972889765,4.342857142857143,7.0,10.99,29.99,17.781666666666666,5.048523413086471
5353,Senhorita,2,361.0,4.279352352007242,4.3,,,,,
5354,Selfmade Jewelry,17,2490.0,4.27933570565721,4.352941176470588,2.0,8.99,17.27,10.646,3.702928570739651
5355,RENYILIN,15,287.0,4.279185797559218,4.213333333333334,5.0,8.8,14.97,11.641666666666667,2.1045514169691057
5356,Skyehomo,3,316.0,4.279117231072859,4.0,2.0,17.65,30.99,24.32,9.432804461028542
5357,FUTURESTEPS,1,195.0,4.279111649149249,4.3,,,,,
5358,Ollie West,1,194.0,4.279018397582952,4.3,1.0,24.88,24.88,24.88,0.0
5359,VVFOR,2,39.0,4.278950913165064,4.45,2.0,13.99,13.99,13.99,0.0
5360,AlmostDone,1,193.0,4.278924309679736,4.3,,,,,
5361,YOLENY,3,482.0,4.278791656798038,4.266666666666667,1.0,69.99,69.99,69.99,0.0
5362,COOLYOUTH,3,51.0,4.27875039359708,4.0,1.0,5.94,5.94,5.94,0.0
5363,See Bello,4,60.0,4.278614156944985,4.625,,,,,
5364,Bling For Your Buck,15,1330.0,4.2785995936605765,4.28,15.0,8.97,36.97,20.85,9.447765654485137
5365,BLOSSOM & HUE,10,200.0,4.278577461478165,4.13,3.0,11.89,16.5,14.064285714285715,2.1374272474391356
5366,FitLife Fashion,11,583.0,4.278559628718682,4.309090909090909,,,,,
5367,UILZ,2,97.0,4.278482334993786,4.300000000000001,2.0,15.59,16.99,16.43,0.7668115805072325
5368,Dec.bells Jewellery,9,226.0,4.278442065326524,4.333333333333333,,,,,
5369,Style ARThouse,22,145.0,4.278380345663077,4.2,8.0,14.95,24.95,22.45,3.779644730092272
5370,C·QUAN CHI,31,518.0,4.278354211222885,4.074193548387097,16.0,8.83,19.99,13.036428571428571,2.420785324497318
5371,Bosate,3,37.0,4.27833079723965,4.533333333333333,3.0,13.89,13.89,13.89,0.0
5372,MollyQueen,7,427.0,4.2782877703314846,4.471428571428572,1.0,34.99,34.99,34.99,0.0
5373,CHICING,7,257.0,4.27828412016922,4.214285714285714,7.0,9.99,23.98,15.620000000000001,5.07425022881365
5374,Deyooxi,2,151.0,4.278213682786919,4.35,,,,,
5375,Fly.BUCKNOR,2,208.0,4.278211272578136,4.4,1.0,18.99,18.99,18.99,0.0
5376,Boao,3,258.0,4.278199976327252,4.3,1.0,16.99,16.99,16.99,0.0
5377,Honolulu Jewelry Company,15,147.0,4.278191336402074,4.446666666666667,7.0,17.21,215.0,64.51599999999999,57.0121435797283
5378,YL,5,191.0,4.278147653963838,4.0200000000000005,4.0,45.99,69.99,51.70428571428572,8.280786712108247
5379,Jan&Dee,9,204.0,4.277970661438032,4.555555555555555,9.0,15.99,36.99,28.654000000000003,6.626239422846785
5380,SAKAIPA,2,779.0,4.277910814344533,4.199999999999999,1.0,12.99,12.99,12.99,0.0
5381,TOPZEA,1,33.0,4.277779699342558,4.4,,,,,
5382,WFJCJPAF,1,33.0,4.277779699342558,4.4,,,,,
5383,World of Wood,1,33.0,4.277779699342558,4.4,1.0,7.48,7.48,7.48,0.0
5384,OIF,1,33.0,4.277779699342558,4.4,,,,,
5385,BETENSH,3,99.0,4.277779699342558,4.4,,,,,
5386,Mullingar,1,33.0,4.277779699342558,4.4,1.0,75.15,75.15,75.15,0.0
5387,BR Gold Jewelry,10,193.0,4.277769927821251,4.3,9.0,7.0,15.0,9.6875,1.7500000000000002
5388,HERSENT,1,179.0,4.277512540950149,4.3,1.0,18.49,18.49,18.49,0.0
5389,CaptainSteeL,2,344.0,4.277402447946124,4.3,2.0,13.99,14.99,14.39,0.5026246899500346
5390,HAO XIN AMBER,4,90.0,4.277383345950884,4.05,3.0,16.9,49.9,24.5,14.363147287415806
5391,Bok,1,177.0,4.277295270814402,4.3,1.0,23.99,23.99,23.99,0.0
5392,COOLSTEELANDBEYOND,704,61249.0,4.27728954371551,3.8333806818181815,329.0,5.99,37.99,19.23470588235294,6.184776341360809
5393,Ejoyfuture,4,1031.0,4.277287697267003,3.85,3.0,17.99,22.84,20.148,1.7319699766450927
5394,Nicole Miller New York,2,508.0,4.277262523115194,4.0,2.0,9.95,15.99,12.969999999999999,4.270924958366749
5395,CAROVO,3,193.0,4.277254902309781,4.333333333333333,3.0,10.99,13.99,12.723333333333333,1.162919151265879
5396,FCHEN,3,180.0,4.277216778175438,4.0,2.0,14.99,14.99,14.99,0.0
5397,LUSENME,5,381.0,4.277195432440025,4.4,4.0,8.99,12.99,9.99,1.4142135623730951
5398,SIDIMELO,29,363.0,4.277090592918375,4.513793103448276,,,,,
5399,Buffalo Tools,2,36.0,4.2770858553871065,4.5,,,,,
5400,FIZILI,2,36.0,4.2770858553871065,4.5,,,,,
5401,PataStar,3,54.0,4.2770858553871065,4.5,,,,,
5402,Kaylian,1,175.0,4.277073761261371,4.3,1.0,24.99,24.99,24.99,0.0
5403,Dazzling Toys,2,99.0,4.277002048252829,4.35,2.0,7.99,11.92,9.955,2.7789296500631315
5404,DOURR,3,523.0,4.2769989821675205,4.3,,,,,
5405,Goalmol,5,166.0,4.276993682404618,4.359999999999999,1.0,13.99,13.99,13.99,0.0
5406,Feliss,2,38.0,4.276777860742051,4.7,,,,,
5407,Carex,1,172.0,4.276733272567233,4.3,1.0,14.99,14.99,14.99,0.0
5408,Steelmeup,51,1762.0,4.276704794830918,4.166666666666667,22.0,5.04,45.99,17.365192307692308,9.804503465121869
5409,Puppet show,3,54.0,4.276699585870976,4.533333333333333,2.0,6.9,9.9,7.65,1.5
5410,Tideme,2,36.0,4.276676857145966,3.7,1.0,26.99,26.99,26.99,0.0
5411,Harry and Henry,12,261.0,4.276643837266426,3.641666666666667,11.0,5.99,16.49,9.52125,2.9295548581084234
5412,Keioy,2,285.0,4.276622462112831,4.25,,,,,
5413,INNEE JEWELRY,1,171.0,4.276617517704384,4.3,,,,,
5414,Life Ara Bracelet,1,169.0,4.276382517882317,4.3,,,,,
5415,KETAWA,1,169.0,4.276382517882317,4.3,1.0,13.98,13.98,13.98,0.0
5416,TQsuen,2,46.0,4.276320677935966,4.300000000000001,1.0,8.99,8.99,8.99,0.0
5417,ULATREE,3,47.0,4.276245300356553,4.433333333333334,1.0,20.99,20.99,20.99,0.0
5418,SHOP LC DELIVERING JOY,89,5356.0,4.276218951455206,4.133707865168539,64.0,16.99,136.99,27.06115702479339,15.820762054448302
5419,Lainrrew,3,193.0,4.276194655759969,4.466666666666666,3.0,14.98,17.98,15.551428571428572,1.133893419027682
5420,Julius Thomson,2,38.0,4.276192600025233,4.7,2.0,9.99,14.99,12.49,3.5355339059327378
5421,TOVABA,3,72.0,4.27616783675992,4.4,3.0,14.98,18.98,16.650000000000002,2.0800721141345075
5422,Anlive,24,367.0,4.27616709451726,4.308333333333334,7.0,7.99,13.99,12.404545454545454,1.7733153336976684
5423,FEDONA,1,167.0,4.27614274649026,4.3,1.0,6.99,6.99,6.99,0.0
5424,Alexa's Angels,9,45.0,4.2760789361350025,4.777777777777778,2.0,12.94,15.3,14.120000000000001,1.6687720036002536
5425,Azarxis,2,822.0,4.276050128849801,4.25,2.0,6.99,18.99,14.189999999999998,6.1967733539318655
5426,Mlovey,1,166.0,4.276021025809087,4.3,,,,,
5427,TRISHULA,4,152.0,4.275971664817992,4.45,1.0,25.99,25.99,25.99,0.0
5428,JIPINSONA,2,248.0,4.275880104581725,4.25,,,,,
5429,IVZISO,4,81.0,4.275842857343797,4.449999999999999,4.0,24.99,34.99,27.889999999999997,3.9846929339382964
5430,Wood Bead Products,1,32.0,4.275808404170664,4.4,,,,,
5431,JRjewelry,1,32.0,4.275808404170664,4.4,1.0,18.99,18.99,18.99,0.0
5432,The Healing Holy Card Series,1,32.0,4.275808404170664,4.4,1.0,9.95,9.95,9.95,0.0
5433,SHERY,1,32.0,4.275808404170664,4.4,1.0,18.99,18.99,18.99,0.0
5434,JCBIZ,1,164.0,4.275773819889594,4.3,1.0,8.99,8.99,8.99,0.0
5435,Apeso,5,219.0,4.2757554120533685,4.2,2.0,18.98,18.98,18.98,0.0
5436,SmileBelle,4,461.0,4.2757260119402005,4.35,4.0,5.59,14.99,9.05,3.3253905367974785
5437,Ailenyun,1,162.0,4.275521463846776,4.3,1.0,14.98,14.98,14.98,0.0
5438,SneakERASERS,1,162.0,4.275521463846776,4.3,,,,,
5439,Tongzaner,2,141.0,4.275519275053647,4.4,2.0,24.59,38.99,31.790000000000003,7.8872048280743945
5440,Konstantino,9,35.0,4.275340239905829,4.877777777777777,6.0,430.0,1570.0,923.3333333333334,444.50721778916784
5441,Shareky,7,565.0,4.275317081090942,4.214285714285714,3.0,11.88,13.99,12.69875,1.07022611095573
5442,Zillaly,4,651.0,4.275129188419527,4.3,4.0,26.99,69.99,40.136153846153846,17.512738953145668
5443,KIFEDSLJ,8,201.0,4.274893029043434,3.9875,8.0,3.99,7.99,6.090000000000001,1.3703203194062976
5444,Qifuwanjingfeng,1,157.0,4.274866957532519,4.3,1.0,11.59,11.59,11.59,0.0
5445,ERPELS,3,137.0,4.274821590056401,4.1000000000000005,2.0,6.37,22.99,17.45,8.582531095195636
5446,Granger's,2,577.0,4.27479735893181,4.15,1.0,9.55,9.55,9.55,0.0
5447,LINY,6,65.0,4.274755556630192,4.15,5.0,8.59,13.99,11.634444444444446,2.513519002867848
5448,TONGZHE,11,457.0,4.274684084726148,4.063636363636364,8.0,12.99,23.99,16.990000000000002,3.9440531887330765
5449,LiKLZDXYJ,2,56.0,4.274669245415928,4.25,,,,,
5450,Kosney,3,60.0,4.27465845458598,4.266666666666667,1.0,9.99,9.99,9.99,0.0
5451,JOMBOFUN,2,693.0,4.274540294133101,4.15,2.0,8.99,11.99,10.49,2.1213203435596424
5452,Equuleus,16,3434.0,4.274496419255841,4.26875,,,,,
5453,ToFree,1,154.0,4.274457179666202,4.3,,,,,
5454,Sdsruioo,1,154.0,4.274457179666202,4.3,1.0,9.7,9.7,9.7,0.0
5455,ULTNICE,2,70.0,4.274404288606671,3.6,,,,,
5456,PEARLADA,8,403.0,4.274372581004881,4.2375,1.0,13.99,13.99,13.99,0.0
5457,YEEKEN,2,102.0,4.274311035305895,4.35,1.0,27.76,27.76,27.76,0.0
