rank,manufacturer,num_products,total_ratings,manufacturer_weighted_score,simple_mean_product_rating
12601,TIAN QIU,1,232.0,4.1914563164055965,4.2
12602,KunBead fit Pandöra charms bracelets,10,65.0,4.191424834852065,4.24
12603,BLINGMC,11,1267.0,4.191417978913872,4.090909090909091
12604,"InColor Concepts, Inc",8,466.0,4.191400182718662,4.2125
12605,ShoeAnew,3,1812.0,4.191379769056267,3.966666666666667
12606,DILANCO,1,229.0,4.191357354819561,4.2
12607,GRAEEN,6,252.0,4.191345601586633,3.5500000000000003
12608,Xuthus Charms for pandora charms bracelet,2,51.0,4.19132511107592,4.6
12609,BeGenuine,1,228.0,4.191323856194831,4.2
12610,AJAYCA,1,228.0,4.191323856194831,4.2
12611,Mulitigy,6,219.0,4.1913168277771415,4.016666666666667
12612,gold hoop earrings for women,2,455.0,4.19130701363577,4.2
12613,"Yayi Co., Ltd.",211,35959.0,4.191223447019796,4.07914691943128
12614,GYGOLEP,2,36.0,4.191182058273165,4.3
12615,Wei Hua,8,732.0,4.19115055118909,4.0
12616,AG2017-1,1,222.0,4.1911172813423265,4.2
12617,Happiness Boutique,41,5421.0,4.191095002143493,4.302439024390244
12618,Hood River,1,221.0,4.1910818920249655,4.2
12619,G.ROCK L.A,9,39.0,4.191058099469436,4.5
12620,Brokimis,1,220.0,4.191046219593066,4.2
12621,For You,2,58.0,4.190984286760415,4.6
12622,GreatShield,2,1415.0,4.190951463624484,4.1
12623,Goldluxury,2,62.0,4.190921232228138,4.6
12624,HEEPDD,4,241.0,4.190920887970838,4.6
12625,None Branded,1,216.0,4.190900629667749,4.2
12626,Tarklanda,1,216.0,4.190900629667749,4.2
12627,LAURITAMI,109,19597.0,4.190897664429644,4.015596330275229
12628,Better Than Buttons,64,947.0,4.190875800366856,4.253125
12629,JDS Industries,6,112.0,4.190874996348982,4.5
12630,Bestga,3,36.0,4.190868395182289,4.566666666666666
12631,"Fuzhou Well Arts & Craft Co., Ltd",2,36.0,4.190865727047215,4.3
12632,SMOO,3,54.0,4.190865727047215,4.3
12633,EVE SUN,2,36.0,4.190865727047215,4.3
12634,Unbrand,6,98.0,4.190854525317453,4.316666666666666
12635,Wear It Well Designs,11,2358.0,4.190839709188639,4.2
12636,FOOTMATTERS,1,214.0,4.190826044665026,4.2
12637,TempBeau,32,2314.0,4.190806075523883,4.16875
12638,Fromusa ltd,8,59.0,4.190796025442193,3.6625
12639,Yolmina,26,1667.0,4.1907932730125435,4.1923076923076925
12640,Benchmark Basics,1,213.0,4.190788291762413,4.2
12641,Body Vibe,5,34.0,4.190772783731866,4.0200000000000005
12642,CampTeck,1,212.0,4.19075022685234,4.2
12643,CASEBOT,2,47.0,4.190746689204257,4.15
12644,Top Gold Diamond Jewelry,2,47.0,4.190746689204257,4.15
12645,ForceField,2,9166.0,4.190738268106932,4.25
12646,Creation Jewellery Mfg Pvt Ltd,2,297.0,4.190735597314912,4.15
12647,LingLingo,2,958.0,4.1906990608566765,4.1
12648,Style-ARThouse,19,58.0,4.190685325187531,4.6421052631578945
12649,KYOTO ASAHIYA,7,66.0,4.190674408063946,4.285714285714286
12650,Onairmall,1,210.0,4.190673145409443,4.2
12651,MZC fit Pandöra Charms Bracelets,34,984.0,4.1906407273560164,4.179411764705883
12652,Galis,1,209.0,4.1906341209132485,4.2
12653,Modern Elements,17,233.0,4.19062083392188,4.458823529411765
12654,JH,11,108.0,4.1906105256526525,4.3
12655,Tanzin,19,670.0,4.190605265788633,4.163157894736842
12656,TUOKAY,30,3415.0,4.190563182254831,3.8866666666666663
12657,EARENT,2,280.0,4.190504261534304,3.8
12658,GDSLLLM,6,252.0,4.1905028302090095,3.9166666666666665
12659,IUHA,17,30.0,4.190488482897982,4.5
12660,Gelanmeng,1,205.0,4.19047470169475,4.2
12661,GRAPHICS& MORE,1,205.0,4.19047470169475,4.2
12662,Yesterdays Co,8,46.0,4.1904594085023685,4.6125
12663,Western F.a.s.h.i.o.n,6,42.0,4.190455807421943,4.533333333333333
12664,FOUUA,1,204.0,4.190433995291737,4.2
12665,Accutime Watch Corp,1,204.0,4.190433995291737,4.2
12666,ZEGL,9,715.0,4.190425549844776,3.9777777777777774
12667,Spyglass Designs,142,473.0,4.1904190468331075,4.6499999999999995
12668,GeLive,1,203.0,4.190392939477538,4.2
12669,Silver Smith,16,45.0,4.190376883133809,4.51875
12670,Oxford Ivy,45,3705.0,4.190330894387124,4.068888888888889
12671,Besttern Inc,3,59.0,4.190314625258255,4.533333333333334
12672,Indian Glance,4,186.0,4.19030031141603,4.0
12673,FTT,11,54.0,4.190299231363313,4.345454545454545
12674,SELORY,2,146.0,4.190297948208763,4.6
12675,Rocky Mountain Leaf Compnay,4,33.0,4.190288541694944,4.5
12676,JMQJewelry,11,91.0,4.190273649210828,4.281818181818182
12677,Aisxle,4,803.0,4.190272548872281,4.1
12678,jansjewells,8,38.0,4.190271802266574,4.3375
12679,CHOSIXUAN,1,200.0,4.190267629992462,4.2
12680,Africanbeads,48,534.0,4.1902665103083185,4.104166666666667
12681,Premier Designs,27,67.0,4.190266044201439,4.825925925925926
12682,NTLX,48,2726.0,4.190252306025707,4.216666666666667
12683,Barch Young,2,565.0,4.190251641515797,3.9000000000000004
12684,Hoobeads Charms fit Pändor-a Bracelet,9,169.0,4.190239512832617,4.455555555555556
12685,Sanglarst,2,609.0,4.190238028692417,4.0
12686,Joly,2,97.0,4.190236058826563,4.199999999999999
12687,REEBOOOR,20,418.0,4.19019568903991,4.1899999999999995
12688,"Ventus artis, LLC",7,3418.0,4.190189619356241,4.071428571428571
12689,AVBeads,11,89.0,4.19018667901688,4.690909090909091
12690,Wooany,1,198.0,4.19018225832573,4.2
12691,CREATIONTOP,3,1134.0,4.190169916301846,4.166666666666667
12692,KIM S,24,5786.0,4.190114956323818,4.175
12693,Meilanduo,6,71.0,4.190112218118671,4.0
12694,Richapex,6,1255.0,4.190109429740825,4.0
12695,Oulee Jewelry,6,305.0,4.190085835034036,4.233333333333333
12696,SunnyCrystals,21,52.0,4.190063808071638,4.723809523809524
12697,TrendyLuz,6,36.0,4.190059226705494,4.383333333333334
12698,Yosoo,24,1369.0,4.190048574691364,3.845833333333333
12699,Alan,3,73.0,4.190046706471739,4.3999999999999995
12700,Sophistikitty,111,8470.0,4.190030587466873,4.261261261261262
12701,REE-013.456silver,1,194.0,4.190006941510117,4.2
12702,Gifts From Jerusalem,1,193.0,4.189962129588638,4.2
12703,QIANSE Jewelry for women,4,100.0,4.189951323288906,4.7
12704,Chengukeji,6,252.0,4.189914830945697,3.9499999999999997
12705,Penxina,4,137.0,4.189837049743461,4.325
12706,Jewelry Atelier,7,3680.0,4.189825565692803,4.171428571428572
12707,Williams and Clark,29,93.0,4.189823860510777,4.424137931034483
12708,VENUS,3,123.0,4.189776986016593,4.266666666666667
12709,QIXINWANG,7,108.0,4.18975522364957,4.328571428571428
12710,Saintda,3,588.0,4.189746740653263,4.2
12711,Blue Apple Co.,436,16749.0,4.189714902779971,4.100688073394496
12712,vdx,2,375.0,4.189708307085072,4.2
12713,OTOOLWORLD,18,2228.0,4.189707589608273,4.177777777777778
12714,JRjewelry,2,64.0,4.189702498359134,4.25
12715,UNAPHYO,67,4281.0,4.1896609322129255,4.188059701492538
12716,Kirti Gems,2,226.0,4.189650598934249,3.3
12717,YE-112,1,186.0,4.1896368282327145,4.2
12718,guangmei Fit PANDOR-A Bracelet s,1,186.0,4.1896368282327145,4.2
12719,JENDEAR SHINE,6,667.0,4.189629614435927,4.183333333333333
12720,HoBST,4,108.0,4.189627614993953,3.75
12721,Isaac Kieran,22,738.0,4.189616272786601,4.177272727272728
12722,Huang Acrylic Inc.,1,185.0,4.189588627433797,4.2
12723,Coherny,1,185.0,4.189588627433797,4.2
12724,Unaikoo,3,52.0,4.189579951193171,4.233333333333333
12725,DACHENG,3,172.0,4.1895585716880825,4.433333333333334
12726,Ecocity,1,184.0,4.189539976160123,4.2
12727,Glenmal,10,439.0,4.189520062484455,4.14
12728,Regalia by Ulti Ramos,93,1024.0,4.189509473386151,4.201075268817204
12729,CaseCarnival,2,214.0,4.189508814605947,4.05
12730,Xinlin,10,626.0,4.189472927131572,4.37
12731,Moniku,4,111.0,4.1894300790349535,4.075
12732,CB Catholic,5,54.0,4.189420889895263,4.4399999999999995
12733,palotay,2,77.0,4.189416592340709,4.2
12734,Felix Perry,2,149.0,4.189409292222875,4.25
12735,"Premium Pearl, Inc",279,1727.0,4.189405926861785,4.456989247311828
12736,Sofia Luxe,2,362.0,4.18939125544202,4.2
12737,Cbrands,7,159.0,4.189353137210268,4.257142857142857
12738,RONYOUNG,1,180.0,4.189340737610792,4.2
12739,Jewebeauty,1,180.0,4.189340737610792,4.2
12740,Sterling Ornaments Pvt. Ltd,45,150.0,4.18930941476449,4.544444444444444
12741,Forevergiftsusa,1,178.0,4.189238244703203,4.2
12742,HNJYXX,1,178.0,4.189238244703203,4.2
12743,Anne Koplik Designs,36,103.0,4.189191264545565,4.425000000000001
12744,DFYOUHOME,1,177.0,4.18918625554718,4.2
12745,A10,1,177.0,4.18918625554718,4.2
12746,ALLHOUR,6,162.0,4.189174055896045,4.133333333333334
12747,SIMONLY,41,1984.0,4.189169132919331,4.212195121951219
12748,Mono-gatari,3,121.0,4.189160309194223,4.3
12749,homesweeter1900,1,176.0,4.189133761642069,4.2
12750,uramiracle,1,176.0,4.189133761642069,4.2
12751,Wowlife,7,128.0,4.189115964196206,4.0285714285714285
12752,Chic Exquise Designs,5,1598.0,4.189061616921526,3.56
12753,Toe Rings & Things,1,174.0,4.189027229893463,4.2
12754,NECA,46,1439.0,4.189023440668485,4.241304347826087
12755,PRINCESS NINA,16,207.0,4.189009392131537,4.18125
12756,Yingerd,3,94.0,4.188977371830287,4.1000000000000005
12757,KKJOY,8,223.0,4.188958735746194,4.275
12758,ZGBY,3,30.0,4.188940043104244,4.133333333333334
12759,Certeux,4,97.0,4.1889094961309485,4.175
12760,Konstantino,42,150.0,4.1888759856622855,4.542857142857143
12761,HAINA,2,292.0,4.188815572242153,4.15
12762,Suddora,1,170.0,4.188807774491331,4.2
12763,Key Lime Bay,39,187.0,4.188792977200362,4.512820512820513
12764,Air Jungles,1,169.0,4.188751532152092,4.2
12765,helegeSONG,7,406.0,4.188715412025771,3.457142857142857
12766,Sego Alchemy,14,1508.0,4.188712687837032,4.307142857142857
12767,Sabai NYC,73,747.0,4.188712307215591,4.338356164383561
12768,Clockwork Hen,1,168.0,4.188694721708416,4.2
12769,kunphy,1,168.0,4.188694721708416,4.2
12770,Queenberry - alex ani style,11,232.0,4.188684808791333,3.709090909090909
12771,Local Bead Shop,77,533.0,4.188660237870815,4.4480519480519485
12772,Chanteur,21,4489.0,4.188649540882744,4.180952380952381
12773,Livater Creations,1,167.0,4.188637334508966,4.2
12774,Zoe and Piper Jewelry,33,82.0,4.188632899870746,4.53030303030303
12775,PUMTOK,4,74.0,4.188628076699103,4.425
12776,Xiacheng,6,228.0,4.188608519313613,3.933333333333333
12777,Evelyn Brooks Designs,22,200.0,4.188604962853378,4.472727272727273
12778,SevenUp,9,1008.0,4.188552137869168,4.166666666666667
12779,NewEGG,4,296.0,4.188548041043554,4.05
12780,Rdawn,5,85.0,4.188543721239709,4.3
12781,AYUBOOM,2,34.0,4.188543721239709,4.3
12782,BeeTwo,1,165.0,4.188520794350084,4.2
12783,Fmangbl,1,165.0,4.188520794350084,4.2
12784,FREEMVMT,1,165.0,4.188520794350084,4.2
12785,JADSUN,6,642.0,4.188493864797793,4.166666666666667
12786,Jan Dee,12,112.0,4.188480562947792,4.533333333333333
12787,Barsly,7,127.0,4.188465835834237,3.6142857142857143
12788,huahua,1,164.0,4.1884616231869405,4.2
12789,Blue Water Crystals,6,213.0,4.188419852348397,3.766666666666667
12790,luzen,13,1266.0,4.188406129025896,4.146153846153846
12791,Karelia Creations,1,163.0,4.188401838851121,4.2
12792,Serdokntbig,1,163.0,4.188401838851121,4.2
12793,QRay,1,163.0,4.188401838851121,4.2
12794,ZELARO,1,163.0,4.188401838851121,4.2
12795,hongcekeji,1,163.0,4.188401838851121,4.2
12796,your always charm,3,554.0,4.188397539342267,3.733333333333333
12797,Mitees,3,65.0,4.188395469751033,4.266666666666667
12798,Limoges Jewelry,21,50.0,4.188358607126274,3.576190476190476
12799,Xiamen jiapeijia trading co. LTD,42,732.0,4.188350790270014,4.2
12800,SAINTHERO,54,2176.0,4.188316336087183,4.275925925925926
12801,"SalesOne International, LLC",4,100.0,4.188314558865966,4.475
12802,Paffartt,18,655.0,4.1882124831900684,4.116666666666666
12803,Shalinindia,4,84.0,4.188209353696829,4.475
12804,Zhenxiang,2,60.0,4.188189342266384,4.45
12805,YYang,6,82.0,4.188184415508808,4.683333333333334
12806,Dreambell - Pandora Compatible Charm,111,642.0,4.18817378843822,4.182882882882883
12807,Acxico,71,3292.0,4.188166529959339,3.6521126760563383
12808,guess factory,1,159.0,4.188156375123103,4.2
12809,Charm Central,23,647.0,4.188153300345879,4.256521739130434
12810,Personalized Necklaces,143,22511.0,4.188107511433573,3.986013986013986
12811,metaltree98,6,274.0,4.188055105615584,4.233333333333333
12812,GRAPHICS & MORE,1103,12239.0,4.188053427454824,4.04233907524932
12813,Snake Twist,5,34.0,4.188025523275291,4.4799999999999995
12814,SeamanMAC,6,940.0,4.188008344483058,4.2
12815,KINGWEDDING,2,161.0,4.1880036779108405,4.6
12816,CoolStyles,174,1602.0,4.188002793049885,4.414942528735632
12817,Ouroyea fit pandora,4,35.0,4.187969197683797,4.5
12818,Christian Art Gifts,4,62.0,4.187953488504202,4.35
12819,Coolnice,4,2127.0,4.187917359571114,4.05
12820,AZBCorporation,5,775.0,4.187900296747385,4.2
12821,RUZU,11,902.0,4.187892402144036,4.0636363636363635
12822,Dubai Collections Jewelry,7,194.0,4.187883233868276,4.142857142857143
12823,LZHLQ,23,5579.0,4.187842335064599,3.9217391304347826
12824,Dream Date 21,1,154.0,4.187834537490579,4.2
12825,Undercover Brothers Ltd.,1,154.0,4.187834537490579,4.2
12826,Nobrand,3,34.0,4.187819477969602,3.9
12827,Elizabeth,49,172.0,4.187809207271718,4.469387755102041
12828,BillStone Watch Winders,2,30.0,4.1878040415616615,4.3
12829,OCESRIO,6,213.0,4.18779662144245,4.183333333333334
12830,MgTree,11,2097.0,4.1877455906199,4.3
12831,D.Rosse,80,9275.0,4.187704807907195,4.18
12832,SHNIAN JEWELRY,11,51.0,4.187702296563984,4.418181818181818
12833,Joanana,2,304.0,4.187700851089375,4.2
12834,QIR RUN,1,152.0,4.187700851089375,4.2
12835,CherLove,41,2209.0,4.187689548973542,3.8804878048780487
12836,AIMiExp,2,287.0,4.187668904495412,4.2
12837,JKJF,10,280.0,4.187659278130328,3.9899999999999998
12838,Longjie,3,453.0,4.1876328999904215,4.2
12839,Yunzhong,1,151.0,4.1876328999904215,4.2
12840,GCMD,2,61.0,4.187593557173711,4.25
12841,Birkenstock,1,150.0,4.187564193879258,4.2
12842,CreatYSP,6,35.0,4.187512412568427,3.733333333333333
12843,BAMERAL,9,528.0,4.187511652462692,3.6666666666666665
12844,Wang Rong,9,323.0,4.187495743926303,4.2555555555555555
12845,Pori Jewelers,196,20525.0,4.187493592616962,3.9989795918367346
12846,Moderry,7,78.0,4.187438336124125,4.328571428571428
12847,Asymden,1,148.0,4.187424465720598,4.2
12848,MichelleYoung,1,148.0,4.187424465720598,4.2
12849,MECOO,14,1104.0,4.187367301437755,4.342857142857143
12850,MTXTOP,1,147.0,4.18735341750433,4.2
12851,SLR HOME,1,147.0,4.18735341750433,4.2
12852,1928 Jewelry,966,21496.0,4.187351444847654,4.0473084886128365
12853,KXJ,4,97.0,4.18734988918467,3.825
12854,StoutGears,15,3416.0,4.187337619468389,4.12
12855,TVT,12,120.0,4.187327092729437,4.2749999999999995
12856,QUANTHOR,3,299.0,4.187315946697092,4.2
12857,PYNK JEWELLERY,45,114.0,4.187311067051016,4.604444444444444
12858,Felice Repu,8,39.0,4.18730555562986,3.9875
12859,KOGOGO,6,612.0,4.18729018809809,4.233333333333333
12860,Jewelry TrayS,1,146.0,4.187281561921968,4.2
12861,SogesHome,3,50.0,4.187239573441387,4.5
12862,RUIXIN,43,3780.0,4.187216785359778,4.17906976744186
12863,Asortis,24,198.0,4.187186301466137,4.045833333333333
12864,FORCEHOLD,20,567.0,4.187169607428901,4.125
12865,Zhenghao,8,4635.0,4.1871467680656815,4.025
12866,elope,3,709.0,4.187064350444101,4.066666666666666
12867,TC WATCH,1,143.0,4.187061010972638,4.2
12868,Tiidmakker,1,143.0,4.187061010972638,4.2
12869,ANO,1,143.0,4.187061010972638,4.2
12870,JETO,1,143.0,4.187061010972638,4.2
12871,EvaDane,58,207.0,4.187025694168306,4.639655172413794
12872,AZAGGI LLC,16,54.0,4.18702393449168,4.45
12873,Anju Jewelry,32,124.0,4.187020309958846,4.74375
12874,Providence Bangles,4,48.0,4.187013929178293,4.3
12875,Kasmena,3,368.0,4.1869836179539535,4.1000000000000005
12876,Lio-Lia,7,515.0,4.18696859467157,4.285714285714286
12877,Jewelry Displays & Boxes,156,1416.0,4.186946452155046,4.298076923076923
12878,STRN,1,141.0,4.186909677767639,4.2
12879,GUOELEPHANT,1,141.0,4.186909677767639,4.2
12880,ValueHall,1,141.0,4.186909677767639,4.2
12881,eQis,7,75.0,4.186893596250895,3.6571428571428575
12882,Ziper,13,820.0,4.186890371033772,4.107692307692307
12883,Schmidt Distribution,2,160.0,4.186889400407319,4.1
12884,Global Jewelry,40,2176.0,4.186880781591959,4.1375
12885,MS store,3,420.0,4.186832872305562,4.2
12886,Amocytec,1,140.0,4.1868326758721555,4.2
12887,STAR-TOP,1,140.0,4.1868326758721555,4.2
12888,Gpeng,2,280.0,4.1868326758721555,4.2
12889,SNOWLIN,14,845.0,4.1867845765014176,4.142857142857143
12890,Landau,4,177.0,4.186783439117278,4.35
12891,Shark OFF,1,139.0,4.186754762711635,4.2
12892,Haylee's Silver,36,82.0,4.1867412938651185,4.772222222222222
12893,INTERESTPRINT,3,58.0,4.18673527802838,4.2
12894,yuntop,5,175.0,4.186723348335091,4.04
12895,Alchamy of England,2,30.0,4.186704904396582,4.050000000000001
12896,Healinu,7,967.0,4.1866873134395926,4.2
12897,Jet International Crystal,30,428.0,4.18667998667164,4.2
12898,Giorgio Bergamo,57,5951.0,4.186674108849119,4.219298245614035
12899,HZYFPOY,5,32.0,4.186588934923072,3.5
12900,BOGZON,2,1420.0,4.18657003204854,4.2
12901,ShenZhen SutanLai Shoushi Youxian Gongsi,4,286.0,4.186526678279374,4.275
12902,ShalinCraft,13,285.0,4.186500708265693,4.338461538461538
12903,ZWATCH,5,165.0,4.186443622341413,4.04
12904,Primo Supply,1,135.0,4.186433666050099,4.2
12905,EBUTY,12,510.0,4.186424139972875,4.216666666666667
12906,Subiceto,219,16508.0,4.186401358206081,4.085844748858447
12907,Riah Fashion,14,577.0,4.186333442719484,3.864285714285714
12908,Dlihc,20,1624.0,4.186287057551157,4.005000000000001
12909,KYHSOM,1,133.0,4.186267207964824,4.2
12910,aolantai,1,133.0,4.186267207964824,4.2
12911,Thomas Sabo Karma Beads,1,133.0,4.186267207964824,4.2
12912,Cotua,1,133.0,4.186267207964824,4.2
12913,Sorrido,1,133.0,4.186267207964824,4.2
12914,PURPLE WHALE,70,3064.0,4.1862024015028005,3.874285714285714
12915,Noname,1,132.0,4.186182437643619,4.2
12916,Kristina Collection,14,33.0,4.186156728187998,4.521428571428571
12917,Yes,2,135.0,4.186108334135726,4.6
12918,FG-BR-01,1,131.0,4.1860966142749465,4.2
12919,CONBEE,1,131.0,4.1860966142749465,4.2
12920,JUSTDOLIFE,1,131.0,4.1860966142749465,4.2
12921,K.C.Z.,6,877.0,4.186073886689398,4.066666666666666
12922,ROVAO,3,238.0,4.186012055863263,4.266666666666667
12923,Enthusiasts Only,1,130.0,4.186009718114165,4.2
12924,EvesErose,9,39.0,4.185996500161415,4.233333333333333
12925,YGLINE,22,162.0,4.185906376006188,4.2318181818181815
12926,"Beautiful Solutions Group, LLC",2,214.0,4.185899530755693,4.15
12927,zitu,7,556.0,4.18589370471681,4.585714285714286
12928,Gold Time International Inc.,24,2124.0,4.185880477695347,4.1000000000000005
12929,Ovalbuy,249,5370.0,4.185880120621294,4.12289156626506
12930,Deinxoz,4,58.0,4.185877680769716,4.65
12931,Cute Medical Bracelets,34,217.0,4.185875596281357,4.3999999999999995
12932,Paylak,57,3720.0,4.1858545650611525,4.043859649122807
12933,LifeStyle,4,42.0,4.185758405632344,4.4
12934,YiJia jewelry,12,74.0,4.1857523466146835,4.216666666666667
12935,Casa Lo Chef,1,127.0,4.185742387887047,4.2
12936,ICY FLARE,11,341.0,4.185702253513386,4.254545454545454
12937,Angie's Embroidery & Hand Made Jewelry,18,65.0,4.1856604597502525,4.716666666666667
12938,Goujxcy,5,49.0,4.185651933867781,4.459999999999999
12939,AMA-XEH-sun moon,1,126.0,4.185650992937605,4.2
12940,Maiden Jewelry,19,341.0,4.185625626125973,4.2105263157894735
12941,NIANXIN,11,473.0,4.185623779405326,4.245454545454545
12942,InColor Concepts Inc,2,43.0,4.185601367329036,4.300000000000001
12943,Koral Jewelry,326,6479.0,4.185572537104941,4.115030674846626
12944,AMA-XEH-cz awl,1,125.0,4.185558418698492,4.2
12945,KARMAPLEDGE,1,125.0,4.185558418698492,4.2
12946,Chili Jewelry fits pandöra charms bracelet,1,125.0,4.185558418698492,4.2
12947,AMA-XEH-lightning,1,125.0,4.185558418698492,4.2
12948,RAMONGGU,1,125.0,4.185558418698492,4.2
12949,Seaberila,7,204.0,4.185543019672123,4.385714285714285
12950,MaeMae,3,173.0,4.185515625988363,3.3333333333333335
12951,Catherine Popesco,85,253.0,4.185466912038768,4.543529411764705
12952,USA GIFTS,19,42.0,4.185454614314888,4.442105263157895
12953,Baixt,2,46.0,4.185430688865777,4.35
12954,FUNOJOY,38,3577.0,4.185414372542237,4.221052631578948
12955,GlutaLipo,1,123.0,4.18536963985795,4.2
12956,Reindeer Gifts,1,123.0,4.18536963985795,4.2
12957,Luccello,13,44.0,4.185358791332733,4.146153846153846
12958,CMZJ - Jewelry,10,211.0,4.185316675093276,4.1
12959,Nature's Decorations,12,60.0,4.1852990999629665,3.5749999999999997
12960,Gembrooke Creations,83,166.0,4.185254727310526,4.47710843373494
12961,Thank&U,25,6160.0,4.185231697833594,4.192
12962,Cali Trove,42,837.0,4.1851824414836045,4.183333333333333
12963,Jewcool,1,121.0,4.185175860253419,4.2
12964,Hermosa,2,39.0,4.185158481728339,4.5
12965,Juephe,3,131.0,4.185139892460207,4.233333333333333
12966,Zhjdongtuo,2,55.0,4.185095857867467,4.2
12967,IMD SL,1,120.0,4.185077032655109,4.2
12968,ZC LI JEWELRY,3,249.0,4.185064938621266,4.233333333333333
12969,Sneaker LAB,3,1220.0,4.185039223538134,4.0
12970,rosejeopal,2,201.0,4.185009652047472,3.85
12971,Keepsake,21,958.0,4.185007104884295,4.204761904761905
12972,StoryMidir,4,45.0,4.1849771616545235,4.35
12973,Sunshine Box Factory,1,119.0,4.184976878511854,4.2
12974,HMC,36,161.0,4.184921584251157,4.516666666666667
12975,Dihvgem,11,769.0,4.184904229380373,4.2
12976,Snow keeps falling,2,134.0,4.184883539086532,4.05
12977,TIANMI,1,118.0,4.184875370934232,4.2
12978,FAERLIIRY,6,1107.0,4.184874070960926,4.283333333333333
12979,Homelavie,31,2933.0,4.1848452256578215,3.916129032258065
12980,Brights Collection,7,90.0,4.1848288936973015,3.8857142857142857
12981,CCGGAD,3,36.0,4.184798926149197,4.333333333333333
12982,Caframo Limited,2,135.0,4.184786191410839,3.85
12983,ANEIMIAH,1,117.0,4.184772482301131,4.2
12984,YAIZLBCA,9,269.0,4.184652009831805,4.2444444444444445
12985,Golden Tail Candle Co.,5,128.0,4.184645119927369,4.24
12986,Artesania Karissma,33,86.0,4.184629612713486,4.215151515151515
12987,WKLQLQ,3,34.0,4.184598373911361,4.3
12988,RAYSTAR,1,115.0,4.184562447574251,4.2
12989,Sineed,4,63.0,4.184548435444473,4.300000000000001
12990,Final,2,45.0,4.1844986658335435,4.15
12991,SUNWIDE Fit Pandöra Charms,27,908.0,4.184495423547666,4.218518518518518
12992,Adebena,4,1226.0,4.1844922893293965,4.275
12993,METALTREE98,37,3093.0,4.184484333932869,3.762162162162162
12994,Secroma,22,509.0,4.184476765020569,4.131818181818182
12995,Qitian Jewelry,12,108.0,4.184474446290888,4.516666666666667
12996,Diesel,10,234.0,4.184465842987349,4.3100000000000005
12997,QeenseKc fit pandöra charms Bracelet,8,300.0,4.184463084193302,4.25
12998,YESMAEA,19,2207.0,4.184455695708745,3.6578947368421053
12999,KARATI,1,114.0,4.184455242349072,4.2
13000,Aijoso,4,456.0,4.184455242349072,4.2
13001,Sugar Rose,4,278.0,4.1844257794398905,4.35
13002,Aaenouicfs,1,112.0,4.184236302100467,4.2
13003,Canaxi,50,74.0,4.184230930398136,5.0
13004,Lanfeny,41,264.0,4.184195890218897,4.4975609756097565
13005,Taylor & Vine,20,96.0,4.184194262254022,3.7299999999999995
13006,JIANCAN fit Pandora Charms for Disney Star Wars Pixar Charm,8,121.0,4.184135890714824,4.2625
13007,Kenneth Cole New York,638,4082.0,4.1841023908599055,3.9061128526645765
13008,Gifts Catholic Inc.,10,52.0,4.184076739487678,4.91
13009,William Sturt Fine Pewter,11,67.0,4.184076222955856,4.609090909090909
13010,SUMAJU,22,1690.0,4.183995297348192,3.872727272727273
13011,La Raffine,41,1209.0,4.183941112081913,4.029268292682927
13012,ZRU,16,623.0,4.183921687564663,4.175
13013,Disney Jewelry,118,2354.0,4.18391227655588,4.142372881355932
13014,Katfort,1,109.0,4.183896078404794,4.2
13015,MEY Sivler,1,109.0,4.183896078404794,4.2
13016,Cooperwin,1,109.0,4.183896078404794,4.2
13017,Frwiskp,3,237.0,4.183862077710539,4.1000000000000005
13018,NYFASHION101,665,9335.0,4.183851833778163,3.9545864661654138
13019,Asruye,11,118.0,4.183838519441784,4.454545454545454
13020,Roger Enterprises,18,196.0,4.183817814515783,3.938888888888889
13021,Globalwinjewellery,1,108.0,4.18377938332077,4.2
13022,Heli Xichengxin,1,108.0,4.18377938332077,4.2
13023,Marynn,1,108.0,4.18377938332077,4.2
13024,MANBARA,7,517.0,4.183714008505124,3.914285714285714
13025,Rhinestone U Logos,41,220.0,4.18369988848524,4.34390243902439
13026,"YIWU RUIFANG E-COMMERCE CO.,LTD",12,1157.0,4.183664443769805,3.9250000000000003
13027,pandöra Earrings,1,107.0,4.183660984658879,4.2
13028,lwzsyap,4,127.0,4.183632942395075,4.45
13029,Mary Grace Design,147,986.0,4.183631907412641,4.040816326530612
13030,hefanny,2,4358.0,4.183595691057761,4.15
13031,Sunzel,3,45.0,4.183590108850362,4.3
13032,Sikai jewelry,3,45.0,4.183590108850362,4.3
13033,UUONLY,3,45.0,4.183590108850362,4.3
13034,double ideal,1,106.0,4.183540844840194,4.2
13035,Uladore,1,106.0,4.183540844840194,4.2
13036,Lin Suu Jewelry,6,40.0,4.183517801863682,3.6666666666666665
13037,SICOTAS,2,35.0,4.183511819380685,4.4
13038,SFC Tools,1,105.0,4.183418925172344,4.2
13039,Vionic,1,105.0,4.183418925172344,4.2
13040,Kinsley Armelle,43,201.0,4.18332363607197,4.3023255813953485
13041,MFIIDEN,2,116.0,4.183321008618571,4.300000000000001
13042,LSxAB Jewelry,5,40.0,4.183317595283826,3.96
13043,C.A. Zoes Manufacturing,1,104.0,4.183295185807958,4.2
13044,GILARDY,3,38.0,4.183293202126591,4.5
13045,Mtlee,4,1969.0,4.183238540507871,4.25
13046,True Faith Jewelry,46,642.0,4.1832352028666975,3.893478260869565
